Date,GARCH_Forecast,RealizedVol
2013-12-24,0.007593873830928413,0.005584891789657372
2013-12-26,0.007259131853410885,0.005608580017427627
2013-12-27,0.00705850143148115,0.005658228905806736
2013-12-30,0.006761390556882074,0.005463734913815243
2013-12-31,0.006494310495133904,0.005392333228139891
2014-01-02,0.006339936208659478,0.0053857351599013925
2014-01-03,0.0070248706728960695,0.005584777037058388
2014-01-06,0.006730130292523809,0.0055726136542560995
2014-01-07,0.006563872389137296,0.005551815511548195
2014-01-08,0.006571891971388351,0.005464745724824514
2014-01-09,0.006325483833921302,0.005389662731300577
2014-01-10,0.006097604668488578,0.005385094105749093
2014-01-13,0.005914582975868778,0.005401429669759521
2014-01-14,0.00746637859870698,0.005857406832071555
2014-01-15,0.007923400251704231,0.006176389410310023
2014-01-16,0.0076655331728917074,0.006227820987101672
2014-01-17,0.007327931149994584,0.00620527433101779
2014-01-21,0.0071833656465613085,0.006241509614494371
2014-01-22,0.0068940798002756305,0.006211418902111553
2014-01-23,0.006604564687054041,0.005867699841608326
2014-01-24,0.007208803065890935,0.006080937483792566
2014-01-27,0.01033775723032471,0.007174609268879507
2014-01-28,0.009873665298763793,0.006924856303425286
2014-01-29,0.00944733546897696,0.006980485838724938
2014-01-30,0.009691909856490571,0.0072275116934864166
2014-01-31,0.009808214723060383,0.0074228171916633405
2014-02-03,0.009554164657387263,0.0074952704688905115
2014-02-04,0.012326602239906965,0.008054430486149
2014-02-05,0.011713008705317393,0.008172764138064312
2014-02-06,0.010960254726071268,0.008133952530229572
2014-02-07,0.011023223545946106,0.00838559857913607
2014-02-10,0.011188330593309873,0.008709546407185005
2014-02-11,0.010452831426388932,0.008671276256285523
2014-02-12,0.0104204410220195,0.008900651479679153
2014-02-13,0.009767935939421065,0.008900727099370074
2014-02-14,0.009336749640967028,0.008934264422903643
2014-02-18,0.008893934437818142,0.00882876943690048
2014-02-19,0.008386315878607813,0.008831090342510398
2014-02-20,0.008344372228442688,0.008899753079701143
2014-02-21,0.008100734402872498,0.008898622120260675
2014-02-24,0.007735412305131399,0.008905443659752639
2014-02-25,0.007584840858721677,0.00897612394866288
2014-02-26,0.007254170031782355,0.008969641714444924
2014-02-27,0.006923123776015193,0.008666912480689619
2014-02-28,0.006781546045347413,0.008489305330040513
2014-03-03,0.006533087036759644,0.008452255611278874
2014-03-04,0.00693847936983518,0.008556183769513679
2014-03-05,0.008352399121882017,0.008964019948635958
2014-03-06,0.007904250438110562,0.008949748677792184
2014-03-07,0.007507219614191342,0.008954621939450626
2014-03-10,0.007149713393919485,0.008805517524014102
2014-03-11,0.0068471425096789055,0.007918901155944237
2014-03-12,0.006890890042225115,0.007923246737350032
2014-03-13,0.006604101581252631,0.007844214227790068
2014-03-14,0.007749240284841561,0.007914508611758096
2014-03-17,0.0074732985955527674,0.007662979713138396
2014-03-18,0.007755104539982894,0.0077698284058006495
2014-03-19,0.007700562315981199,0.0066568333789200525
2014-03-20,0.0077198093515670075,0.006606281528397918
2014-03-21,0.007561316972413382,0.006686890483566513
2014-03-24,0.007318346801845042,0.006317214225074725
2014-03-25,0.007262590462186075,0.005905878424216602
2014-03-26,0.007045800223568482,0.005953242746824613
2014-03-27,0.007279670331791131,0.005749064975082897
2014-03-28,0.007012311045623246,0.005759331881258386
2014-03-31,0.006843864961194061,0.005724124320738739
2014-04-01,0.00701584313226187,0.00583737261798183
2014-04-02,0.0070550064410874825,0.005972472721011322
2014-04-03,0.0067845226250034555,0.00587475647758091
2014-04-04,0.006544676816605341,0.0057749255443286865
2014-04-07,0.007864373326283328,0.006207472728672424
2014-04-08,0.00850137511690018,0.006415511509343774
2014-04-09,0.008097535551329835,0.006447115679617823
2014-04-10,0.008442831387230836,0.006745065559707993
2014-04-11,0.011123177485738798,0.007715733343838087
2014-04-14,0.010995225176494866,0.00789327673718772
2014-04-15,0.010584002221947247,0.007918839886440278
2014-04-16,0.010110607851138835,0.007521086874494214
2014-04-17,0.010059551578782003,0.007758576302103943
2014-04-21,0.00942751081499327,0.0077562338100089865
2014-04-22,0.008922259880227316,0.00778606328657897
2014-04-23,0.008487696728063092,0.007821223435939016
2014-04-24,0.00809088042336869,0.007776236644737281
2014-04-25,0.0076723984305636355,0.007782342170621111
2014-04-28,0.007941372324616275,0.007625607467054718
2014-04-29,0.007582183730024609,0.0076309673090851965
2014-04-30,0.0073458877073208535,0.007478783357745922
2014-05-01,0.00704470207158617,0.00738273301909644
2014-05-02,0.006742857257187603,0.007296880549853406
2014-05-05,0.006511510908657447,0.007217770255648624
2014-05-06,0.0062723439489394935,0.007205912574027536
2014-05-07,0.006992875017305865,0.007338250581767302
2014-05-08,0.006903238079366984,0.007365587749475798
2014-05-09,0.006655014322746047,0.007257401252543452
2014-05-12,0.006396345021498061,0.007254387874136109
2014-05-13,0.006913273616357376,0.007416236557024925
2014-05-14,0.006620338622389728,0.007275294555234304
2014-05-15,0.006653361947795786,0.007213171437663577
2014-05-16,0.007335570029834791,0.00739650366684086
2014-05-19,0.007068498339309641,0.007425103805374997
2014-05-20,0.006841087254509551,0.007093456110845828
2014-05-21,0.007042442524267267,0.006916644698785962
2014-05-22,0.007208377194449435,0.007039236545912107
2014-05-23,0.00690099966599341,0.006767997675228007
2014-05-27,0.0067182741999659125,0.005617485659786863
2014-05-28,0.006698677646427019,0.005451190991518863
2014-05-29,0.006463958529419396,0.005246376392682943
2014-05-30,0.00642463448110816,0.005193044776669114
2014-06-02,0.006195847584733237,0.0048427220759788584
2014-06-03,0.005982846126387003,0.004838148742588436
2014-06-04,0.005809833980583051,0.0047894899360467185
2014-06-05,0.00565350316270734,0.004743664956012974
2014-06-06,0.005867120193471683,0.004873274661790351
2014-06-09,0.005846886331491033,0.004935715883044141
2014-06-10,0.005669489632932814,0.0047103890751598685
2014-06-11,0.0055261568486996235,0.004673525932469299
2014-06-12,0.005612249630035975,0.004637718613270745
2014-06-13,0.006159808164800274,0.004785180384022733
2014-06-16,0.005997880823595931,0.004819103578947308
2014-06-17,0.005797418387818717,0.004815224156711642
2014-06-18,0.0056414317500320535,0.0048194274327832505
2014-06-19,0.006011672720868744,0.004741334111264158
2014-06-20,0.005808916536842643,0.004635618939914895
2014-06-23,0.005636779272237276,0.004639566717793778
2014-06-24,0.0054861040280091535,0.004631341143407022
2014-06-25,0.0059496319345595725,0.004444082683092535
2014-06-26,0.005930137814464802,0.004532059846576548
2014-06-27,0.0057750343763476285,0.0044548648058271075
2014-06-30,0.005607069189646904,0.004125320324328758
2014-07-01,0.00546096391208539,0.004068985697157356
2014-07-02,0.005714184058628689,0.004188357836637607
2014-07-03,0.00553647176094501,0.004017456681243902
2014-07-07,0.005629870945114336,0.00386746971696846
2014-07-08,0.005721960658643906,0.003909847925193994
2014-07-09,0.0062207463109572965,0.004044226267306178
2014-07-10,0.0061326712894336395,0.003985398989462541
2014-07-11,0.006160036930352981,0.004051321331343736
2014-07-14,0.005930330576424006,0.003940831325787714
2014-07-15,0.00589981860549057,0.004024336517910416
2014-07-16,0.0057789159998212995,0.004037612354239479
2014-07-17,0.005716511424481932,0.0041089366002675315
