Date,XGBoost_Forecast,RealizedVol
2014-06-11,0.00619352,0.004637718613270745
2014-06-12,0.0051678177,0.004785180384022733
2014-06-13,0.006984064,0.004819103578947308
2014-06-16,0.005804242,0.004815224156711642
2014-06-17,0.006939976,0.0048194274327832505
2014-06-18,0.0056832125,0.004741334111264158
2014-06-19,0.005165554,0.004635618939914895
2014-06-20,0.0051408187,0.004639566717793778
2014-06-23,0.005188364,0.004631341143407022
2014-06-24,0.004957469,0.004444082683092535
2014-06-25,0.006131558,0.004532059846576548
2014-06-26,0.0057152524,0.0044548648058271075
2014-06-27,0.0051225666,0.004125320324328758
2014-06-30,0.005456274,0.004068985697157356
2014-07-01,0.0047675963,0.004188357836637607
2014-07-02,0.005240846,0.004017456681243902
2014-07-03,0.0048339735,0.00386746971696846
2014-07-07,0.004806025,0.003909847925193994
2014-07-08,0.004736961,0.004044226267306178
2014-07-09,0.0055486467,0.003985398989462541
2014-07-10,0.005315821,0.004051321331343736
2014-07-11,0.0069026607,0.003940831325787714
2014-07-14,0.00567224,0.004024336517910416
2014-07-15,0.0049227085,0.004037612354239479
2014-07-16,0.0065727904,0.0041089366002675315
2014-07-17,0.0056701316,0.0046355467432001645
2014-07-18,0.00684183,0.0048533256796075164
2014-07-21,0.0066814437,0.004798339032655212
2014-07-22,0.00719814,0.00488152088351698
2014-07-23,0.007958496,0.004891794225674757
2014-07-24,0.00716914,0.004849648263545276
2014-07-25,0.0057972777,0.004756015383666085
2014-07-28,0.0067618834,0.004721859494292723
2014-07-29,0.0064097294,0.004791566505168162
2014-07-30,0.0069296164,0.004775169020700157
2014-07-31,0.007286573,0.00586816489687458
2014-08-01,0.0071563865,0.005886790058329128
2014-08-04,0.007392322,0.006022054073351861
2014-08-05,0.007812137,0.006278698254608531
2014-08-06,0.008244242,0.0061670643654054575
2014-08-07,0.0076654376,0.006186437547389905
2014-08-08,0.008825633,0.006527441542287486
2014-08-11,0.008682867,0.006537516878758093
2014-08-12,0.007992825,0.006544000223643566
2014-08-13,0.0072876518,0.0065449920510298135
2014-08-14,0.006478351,0.0065916063536370865
2014-08-15,0.0066419905,0.006515675169199055
2014-08-18,0.007122611,0.006659177331444681
2014-08-19,0.0070119463,0.006595915937936319
2014-08-20,0.006873124,0.006557027058106684
2014-08-21,0.0060331854,0.006535487335406648
2014-08-22,0.004919365,0.00654012164755721
2014-08-25,0.005192427,0.006538762403520158
2014-08-26,0.005085078,0.006532038490140563
2014-08-27,0.00636149,0.006487046195057784
2014-08-28,0.0054659783,0.006119896531881711
2014-08-29,0.0062121428,0.005860276680894945
2014-09-02,0.005789588,0.005845754505980246
2014-09-03,0.0065388125,0.005775686919420032
2014-09-04,0.0070797494,0.005773624469713544
2014-09-05,0.006225761,0.005845331536343672
2014-09-08,0.0050884085,0.005804829488546475
2014-09-09,0.0063865357,0.005927105975782332
2014-09-10,0.0068577547,0.005906406245869389
2014-09-11,0.0061814873,0.005908588110831366
2014-09-12,0.006625002,0.004743379916431019
2014-09-15,0.0068759685,0.004716270621462795
2014-09-16,0.0069961953,0.004731394032850641
2014-09-17,0.005998694,0.004391408888035073
2014-09-18,0.006430604,0.004480852099812121
2014-09-19,0.0052557024,0.004364708813029055
2014-09-22,0.004349178,0.004102016968587564
2014-09-23,0.0062785246,0.004206204042916658
2014-09-24,0.0070449356,0.004430772801682913
2014-09-25,0.0067151766,0.0051961078083112445
2014-09-26,0.008274024,0.005366875941748447
2014-09-29,0.007241776,0.0053870205547822715
2014-09-30,0.007684563,0.005183980307784073
2014-10-01,0.008431598,0.005654514164631939
2014-10-02,0.008616994,0.0056364337440517895
2014-10-03,0.00727732,0.0059657244142404305
2014-10-06,0.0071409587,0.00596146310228876
2014-10-07,0.008244184,0.006520901398577539
2014-10-08,0.007961012,0.007243916859038659
2014-10-09,0.009170021,0.008185580820965514
2014-10-10,0.008746223,0.008445698184311807
2014-10-13,0.008804137,0.008952900843232817
2014-10-14,0.01251205,0.008956981857756691
2014-10-15,0.01024512,0.009078121623962406
2014-10-16,0.016801657,0.009073829983631142
2014-10-17,0.013775278,0.009325029267859724
2014-10-20,0.011225297,0.009455231893760073
2014-10-21,0.008573124,0.010024496166946123
2014-10-22,0.007340735,0.010091484699516621
2014-10-23,0.008286684,0.010334241291666837
2014-10-24,0.008296346,0.010356211546650224
2014-10-27,0.008392756,0.010359033018568036
2014-10-28,0.007851975,0.010495309314808871
2014-10-29,0.0071206065,0.01049569892898752
2014-10-30,0.008709877,0.010519121846393177
2014-10-31,0.006953602,0.010732129442593477
2014-11-03,0.0064560515,0.010631149977292125
2014-11-04,0.0070116348,0.01059104885105484
2014-11-05,0.0067525664,0.010546010341761636
2014-11-06,0.007396775,0.010140728304884017
2014-11-07,0.008274564,0.01002036976010141
2014-11-10,0.0064063747,0.010025694999916597
2014-11-11,0.00573053,0.010013555438276311
2014-11-12,0.006215252,0.009713825688969217
2014-11-13,0.0061063524,0.009714307053341462
2014-11-14,0.0072217034,0.009500526020271845
2014-11-17,0.0072911605,0.00949716910498691
2014-11-18,0.0072056702,0.009128349230526729
2014-11-19,0.007858864,0.008568140118699101
2014-11-20,0.007436501,0.007681944342259706
2014-11-21,0.0073697055,0.007449847613432508
2014-11-24,0.0068430207,0.006825098179473611
2014-11-25,0.005830591,0.0068222532000838994
2014-11-26,0.006116148,0.0066783108621228954
2014-11-28,0.005498992,0.006694411779211549
2014-12-01,0.006961581,0.006396688643745785
2014-12-02,0.006881509,0.00628543573677055
2014-12-03,0.0063535087,0.005239365682172112
2014-12-04,0.0061907563,0.005070201852238095
2014-12-05,0.0059305616,0.004562328643144948
2014-12-08,0.005009506,0.00457560635504141
2014-12-09,0.006511164,0.004567580253154631
2014-12-10,0.0071734665,0.005022674570516241
2014-12-11,0.008219343,0.005083881312032188
2014-12-12,0.009262657,0.005785062423369847
2014-12-15,0.008940507,0.005502924170513694
2014-12-16,0.0084918775,0.0057187735995224
2014-12-17,0.010228448,0.006779983470081611
2014-12-18,0.008510174,0.007978955732357199
2014-12-19,0.008139882,0.007992708072017511
2014-12-22,0.007952863,0.008022559448522624
2014-12-23,0.008715085,0.008008709847321029
2014-12-24,0.008144317,0.008007740763188198
2014-12-26,0.008052384,0.008029409686105245
2014-12-29,0.0068358616,0.008030367418543353
2014-12-30,0.006996876,0.008079938371234358
2014-12-31,0.007766739,0.008297473940065612
2015-01-02,0.009391673,0.008244866544464826
2015-01-05,0.008145167,0.008902017657702242
2015-01-06,0.007782702,0.009043079713444611
2015-01-07,0.009483178,0.009237123707132254
2015-01-08,0.0081178,0.0097739676261377
2015-01-09,0.0073955646,0.009892440484447911
2015-01-12,0.008031901,0.009989997940302222
2015-01-13,0.009308283,0.00999030778534346
2015-01-14,0.0095881615,0.009968644182869243
2015-01-15,0.010650479,0.010044956056723923
2015-01-16,0.0112412125,0.010312991045426904
2015-01-20,0.009335232,0.010314683045962652
2015-01-21,0.009794148,0.010346166833818577
2015-01-22,0.008972873,0.010626861935061323
2015-01-23,0.008498338,0.010674225229484623
2015-01-26,0.0078110863,0.010251764763024912
2015-01-27,0.0070698163,0.010510542505039994
2015-01-28,0.007788386,0.01037875779540314
2015-01-29,0.0095463125,0.01045804998733624
2015-01-30,0.00824844,0.01061359937183971
2015-02-02,0.00892015,0.010229667497455191
2015-02-03,0.009194418,0.009629351822835442
2015-02-04,0.008887176,0.009623386407218323
2015-02-05,0.009025423,0.009778642921900492
2015-02-06,0.009261055,0.009793425047898608
2015-02-09,0.008683461,0.009824173233922406
2015-02-10,0.008693412,0.009995460596189262
2015-02-11,0.0068491977,0.00999422467062351
2015-02-12,0.007376825,0.010107171149056403
2015-02-13,0.006476476,0.009956175475780543
2015-02-17,0.008491863,0.009960246752731607
2015-02-18,0.007397428,0.009373712525792796
2015-02-19,0.0068137078,0.009232769033949933
2015-02-20,0.0078188805,0.009057095935443309
2015-02-23,0.0071567944,0.008459044044264803
2015-02-24,0.007997611,0.008332727643227433
2015-02-25,0.007464859,0.008200762931894704
2015-02-26,0.007440881,0.008191644375008618
2015-02-27,0.0075601926,0.008140162843058553
2015-03-02,0.0074529108,0.008039139256225918
2015-03-03,0.0066986447,0.007706503022569925
2015-03-04,0.006775046,0.007743063246572924
2015-03-05,0.006338499,0.007698045122563096
2015-03-06,0.0065065026,0.007641835634416808
2015-03-09,0.0069628553,0.007609431873330197
2015-03-10,0.0069899596,0.008212118765904986
2015-03-11,0.007383436,0.00784259131482323
2015-03-12,0.0067653004,0.007783283355674898
2015-03-13,0.007267469,0.007669119023895013
2015-03-16,0.0077118524,0.007690173129136219
2015-03-17,0.0075637433,0.007346995140944261
2015-03-18,0.0072845253,0.0072108068660559094
2015-03-19,0.0077280723,0.007225846024246188
2015-03-20,0.007346991,0.007169509328704735
2015-03-23,0.0074217548,0.0071493236533123035
2015-03-24,0.0073019355,0.007195356163773357
2015-03-25,0.007782595,0.007428596062602311
2015-03-26,0.0074690497,0.007441295396379437
2015-03-27,0.008145822,0.007244896757815592
2015-03-30,0.00738092,0.007541094818717628
2015-03-31,0.008203818,0.007706159527252065
2015-04-01,0.007834203,0.0077400145723209805
2015-04-02,0.0067797746,0.007764277855705717
2015-04-06,0.007190383,0.007777326237150203
2015-04-07,0.007968352,0.007786253464508704
2015-04-08,0.006477653,0.007785369066333933
2015-04-09,0.006551048,0.007826351415003907
2015-04-10,0.0066190767,0.00787887692354432
2015-04-13,0.0063145068,0.007904893195688654
2015-04-14,0.0067540505,0.007831529735526737
2015-04-15,0.006821958,0.007843599536096608
2015-04-16,0.007053727,0.0078036833926599155
2015-04-17,0.0056084115,0.008072384989373224
2015-04-20,0.006335868,0.007822239256972367
2015-04-21,0.0066820406,0.007793845737912957
2015-04-22,0.0076733916,0.007200530096578493
2015-04-23,0.0071238563,0.007204836794118354
2015-04-24,0.0077821426,0.006844793220976924
2015-04-27,0.007218408,0.00679615104012613
2015-04-28,0.0073121963,0.0063575826839154664
2015-04-29,0.0066673057,0.006365396243833617
2015-04-30,0.0072360532,0.006253377919142166
2015-05-01,0.0068760556,0.0064995011838802665
2015-05-04,0.0065916297,0.006312486215396665
2015-05-05,0.0066433167,0.006668763265964308
2015-05-06,0.007713242,0.006623667642619208
2015-05-07,0.008262425,0.006097234067058335
2015-05-08,0.00702747,0.006553190836651326
2015-05-11,0.007259252,0.006604969247481705
2015-05-12,0.0080359895,0.0062438532603766505
2015-05-13,0.0070189824,0.006032170563842268
2015-05-14,0.007939893,0.006300207669412828
2015-05-15,0.0077090664,0.006268848354440181
2015-05-18,0.0057199984,0.006177448274370485
2015-05-19,0.006489567,0.006167063000939344
2015-05-20,0.0058956905,0.0061499862350493685
2015-05-21,0.0053036185,0.006111033453250415
2015-05-22,0.0059504844,0.00605093293615288
2015-05-26,0.0061533293,0.006282635998086649
2015-05-27,0.0066583063,0.006492777584938659
2015-05-28,0.0071839304,0.00642890200271956
2015-05-29,0.0071320217,0.006530680814542772
2015-06-01,0.0073601333,0.0062030094135017855
2015-06-02,0.007782339,0.005974477495087505
2015-06-03,0.0067790947,0.005980847537985497
2015-06-04,0.007236389,0.006116562392184491
2015-06-05,0.0063782507,0.006107072146776083
2015-06-08,0.006776083,0.0062075720146281274
2015-06-09,0.0065679317,0.006161633105063924
2015-06-10,0.00698001,0.006518222883418227
2015-06-11,0.007024763,0.006489971349125497
2015-06-12,0.0067884615,0.00634878672059285
2015-06-15,0.0072139595,0.0060900424634694125
2015-06-16,0.0071810163,0.006154204780852227
2015-06-17,0.0071229837,0.00576870229809005
2015-06-18,0.0066901473,0.005987478030945397
2015-06-19,0.006839116,0.006026568175420213
2015-06-22,0.0067833858,0.005620796463209205
2015-06-23,0.0065849335,0.0055442720467204325
2015-06-24,0.0051199966,0.005680122519502115
2015-06-25,0.0071545164,0.005705813520921909
2015-06-26,0.006588303,0.005360002057293023
2015-06-29,0.0070038014,0.006597875764590077
2015-06-30,0.009545908,0.006592283399137379
2015-07-01,0.008201565,0.006710958432009817
2015-07-02,0.0071385745,0.006709041493006939
2015-07-06,0.0074976142,0.006732644819360251
2015-07-07,0.007738077,0.006810796356587708
2015-07-08,0.0068511907,0.007226791866353073
2015-07-09,0.008289255,0.007044407866657896
2015-07-10,0.007480081,0.00738801863954723
2015-07-13,0.0077349115,0.007568407456281377
2015-07-14,0.008673741,0.007602485903767662
2015-07-15,0.00754078,0.007601438605296199
2015-07-16,0.00660869,0.007730243590461072
2015-07-17,0.005876494,0.007569493443577953
2015-07-20,0.00617908,0.007566253333991483
2015-07-21,0.0058980146,0.007513306156108212
2015-07-22,0.0061199632,0.007525585108888605
2015-07-23,0.0051159537,0.007275853950401732
2015-07-24,0.006359278,0.0075297709417030175
2015-07-27,0.006615854,0.007494894569801462
2015-07-28,0.0067434222,0.007778761432391689
2015-07-29,0.0070443214,0.007823592553232664
2015-07-30,0.0068983627,0.00781525768883035
2015-07-31,0.00657509,0.007616687410587818
2015-08-03,0.0057945917,0.007571354375884514
2015-08-04,0.0069469786,0.00750091671280856
2015-08-05,0.007296897,0.007521479392846732
2015-08-06,0.006841186,0.00753499929719185
2015-08-07,0.006520139,0.007533716869538479
2015-08-10,0.006676416,0.007883583829304933
2015-08-11,0.0058892393,0.007099496198099784
2015-08-12,0.0070861434,0.007085050717253641
2015-08-13,0.0073582036,0.006975646863378205
2015-08-14,0.007357549,0.007011748184639028
2015-08-17,0.006510049,0.0070403255007329595
2015-08-18,0.00640435,0.006969319443125094
2015-08-19,0.007151813,0.006439069593469065
2015-08-20,0.006801472,0.00751340823394905
2015-08-21,0.008048276,0.009293234322273532
2015-08-24,0.017247284,0.011671575795602346
2015-08-25,0.020436728,0.011905706706695916
2015-08-26,0.016817616,0.013805866598579403
2015-08-27,0.017664073,0.014411433899304058
2015-08-28,0.014375929,0.014410448589957275
2015-08-31,0.01583682,0.014491666764552191
2015-09-01,0.017297147,0.015474034134057157
2015-09-02,0.01756258,0.015817995702754988
2015-09-03,0.015178878,0.015785250024249808
2015-09-04,0.016684247,0.01591443184322104
2015-09-08,0.015435618,0.016510868036955364
2015-09-09,0.013668676,0.016555548927960302
2015-09-10,0.016069626,0.016529893275516745
2015-09-11,0.011955539,0.01655008955970371
2015-09-14,0.012440038,0.01656178968468708
2015-09-15,0.015533536,0.016716976830392
2015-09-16,0.009372559,0.016786677831224586
2015-09-17,0.009588968,0.016783604447158106
2015-09-18,0.009971573,0.016985945515542725
2015-09-21,0.01129571,0.01699816968154975
2015-09-22,0.009307171,0.016989992270611758
2015-09-23,0.01082287,0.01690343340005896
2015-09-24,0.010039964,0.016913730014071617
2015-09-25,0.0120637,0.016912339392820868
2015-09-28,0.011963908,0.01755148225797772
2015-09-29,0.014900153,0.017527251030657876
2015-09-30,0.013104336,0.01785709876912754
2015-10-01,0.013334295,0.017796495959640956
2015-10-02,0.0139781395,0.017558182684878406
2015-10-05,0.012811793,0.016861619539294638
2015-10-06,0.00994785,0.015193625790316766
2015-10-07,0.008625813,0.015059987244062987
2015-10-08,0.008253069,0.013434975996433113
2015-10-09,0.009818702,0.012700570247099086
2015-10-12,0.0078559825,0.012702216306697814
2015-10-13,0.006607387,0.012670542877337794
2015-10-14,0.007189968,0.011456102891268307
2015-10-15,0.007352689,0.011293107985082158
2015-10-16,0.0064791124,0.011321760218346561
2015-10-19,0.0069362023,0.010964929799096315
2015-10-20,0.0072391736,0.009991963164490409
2015-10-21,0.007861613,0.009718458416019912
2015-10-22,0.0075524165,0.010128656647387579
2015-10-23,0.006485963,0.01029237074697326
2015-10-26,0.0077859093,0.010271091948323482
2015-10-27,0.0075139855,0.010014731785543593
2015-10-28,0.0072582457,0.010119717143991472
2015-10-29,0.008259097,0.010109214901382274
2015-10-30,0.0081323795,0.009701488408182695
2015-11-02,0.0068519907,0.009903107626842319
2015-11-03,0.008120796,0.009653900815628388
2015-11-04,0.0073324754,0.009668406995458081
2015-11-05,0.007428218,0.009651041760861975
2015-11-06,0.0075745466,0.00965087566014752
2015-11-09,0.0075054285,0.008593721404841638
2015-11-10,0.0071241693,0.00859519599732096
2015-11-11,0.0071599833,0.007894557448374093
2015-11-12,0.007150506,0.008295253865003283
2015-11-13,0.0074210684,0.008143161802771037
2015-11-16,0.009387476,0.007915540498989416
2015-11-17,0.008980242,0.007892080403246009
2015-11-18,0.009943518,0.008289664494463368
2015-11-19,0.008212511,0.008135794113797761
2015-11-20,0.009123202,0.008164295109990255
2015-11-23,0.0070844986,0.00816409504280519
2015-11-24,0.0070522344,0.008070849813843045
2015-11-25,0.007008148,0.008024600874393661
2015-11-27,0.0074320454,0.0075604374702219
2015-11-30,0.0076107923,0.007562300194696343
2015-12-01,0.0075984034,0.0078069337358881545
2015-12-02,0.007092029,0.008059512599154698
2015-12-03,0.008424249,0.008414561880743243
2015-12-04,0.008370285,0.008689098153001883
2015-12-07,0.008059536,0.008551549029211993
2015-12-08,0.008736707,0.008626696088045636
2015-12-09,0.00921401,0.008730053536223204
2015-12-10,0.008540514,0.008471379263971263
2015-12-11,0.0095895715,0.009196791867286759
2015-12-14,0.009485933,0.009195453592344412
2015-12-15,0.009186198,0.009144994268160449
2015-12-16,0.00876668,0.009502932750717162
2015-12-17,0.00931616,0.009876276023503166
2015-12-18,0.009295991,0.010404187069109162
2015-12-21,0.009830672,0.0104997279831249
2015-12-22,0.009131099,0.010467316138944197
2015-12-23,0.009451682,0.01070354733186885
2015-12-24,0.00851628,0.010691247538104104
2015-12-28,0.007389121,0.010384820938803973
2015-12-29,0.008096094,0.010360357484539444
2015-12-30,0.0078041693,0.010089161238019272
2015-12-31,0.007981323,0.010232894672666156
2016-01-04,0.0072845942,0.010201534058456448
2016-01-05,0.010093521,0.010206071792043421
2016-01-06,0.009649252,0.010463829257359888
2016-01-07,0.010898684,0.011340993944737173
2016-01-08,0.01512904,0.01151203599223084
2016-01-11,0.014279843,0.01151306497832672
2016-01-12,0.015862525,0.011599683557008049
2016-01-13,0.012363671,0.012455439245195663
2016-01-14,0.017315285,0.0126694386969662
2016-01-15,0.014005089,0.013127570269495972
2016-01-19,0.014711956,0.01285906717805431
2016-01-20,0.016267432,0.01249828740007919
2016-01-21,0.01750724,0.012468455974436786
2016-01-22,0.014210144,0.012941810302811633
2016-01-25,0.013118538,0.013181781898635883
2016-01-26,0.009399972,0.013422608502692572
2016-01-27,0.012031123,0.013088925336249493
2016-01-28,0.012561229,0.013098966575825394
2016-01-29,0.01156185,0.013704190685841788
2016-02-01,0.008917147,0.01344950481931506
2016-02-02,0.011534212,0.013607609634436607
2016-02-03,0.013779782,0.013237996056207992
2016-02-04,0.013534589,0.013165139939758088
2016-02-05,0.014198373,0.013503764842673658
2016-02-08,0.013713233,0.013566431143730793
2016-02-09,0.011599137,0.013563827599455392
2016-02-10,0.013642956,0.013558025666937933
2016-02-11,0.012893531,0.013608821437955942
2016-02-12,0.016234923,0.01399664637198123
2016-02-16,0.010781911,0.014208119171758448
2016-02-17,0.014329326,0.014242513204416241
2016-02-18,0.009881845,0.014263362668833096
2016-02-19,0.012652354,0.014058222989249271
2016-02-22,0.0100873085,0.013613269381308345
2016-02-23,0.008052605,0.013660090623938276
2016-02-24,0.010269138,0.013683127528667738
2016-02-25,0.010532365,0.013764403759661904
2016-02-26,0.009098123,0.01297185378168414
2016-02-29,0.009835836,0.012702217900762524
2016-03-01,0.0104279,0.01280624996435081
2016-03-02,0.008104803,0.012827591936822211
2016-03-03,0.008585091,0.012662608047376091
2016-03-04,0.008587449,0.012641583727167805
2016-03-07,0.008999149,0.012099361056562136
2016-03-08,0.008720563,0.011932008400447341
2016-03-09,0.007874102,0.011689474368132238
2016-03-10,0.007792196,0.011518142746567076
2016-03-11,0.0073201912,0.011852006472609294
2016-03-14,0.0072208177,0.01098099596935774
2016-03-15,0.009271791,0.010985827525041658
2016-03-16,0.0076167113,0.010478292355430381
2016-03-17,0.0076257642,0.010507542845303398
2016-03-18,0.007054223,0.010534468613134599
2016-03-21,0.0065714684,0.009970362169774738
2016-03-22,0.0065094084,0.009626019362060388
2016-03-23,0.0067992136,0.009696064739066534
2016-03-24,0.0069646407,0.009696249145891327
2016-03-28,0.0072123962,0.009429763807764684
2016-03-29,0.008469359,0.008890101933848623
2016-03-30,0.006760001,0.008409318798229676
2016-03-31,0.00714214,0.007870775199312978
2016-04-01,0.0068944227,0.007908709088638268
2016-04-04,0.006531106,0.007930439583727649
2016-04-05,0.0067642014,0.007713142848322823
2016-04-06,0.0066164816,0.00760914507243022
2016-04-07,0.007068853,0.007879306658323319
2016-04-08,0.008108124,0.0076221403462880845
2016-04-11,0.007707929,0.007630932376391314
2016-04-12,0.007652118,0.0076874502423119155
2016-04-13,0.008087079,0.006623937159942442
2016-04-14,0.007479618,0.006581872118192127
2016-04-15,0.0078002615,0.006553376976871529
2016-04-18,0.00846531,0.006633290819294776
2016-04-19,0.008786899,0.006655119935935929
2016-04-20,0.0076401415,0.006328568161195821
2016-04-21,0.0075573577,0.006333097341959021
2016-04-22,0.0073183044,0.006333039494928832
2016-04-25,0.007589165,0.00560369151643463
2016-04-26,0.0074946964,0.00560936520458115
2016-04-27,0.007301353,0.005607389947889283
2016-04-28,0.007893686,0.005768003123899589
2016-04-29,0.007485757,0.005717368472035948
2016-05-02,0.0068132924,0.005836228290150614
2016-05-03,0.0064472854,0.006046538715587845
2016-05-04,0.0070974454,0.006141404516642443
2016-05-05,0.0070784576,0.006029149352064682
2016-05-06,0.0064839358,0.006056464032037563
2016-05-09,0.0066765896,0.006057207513665786
2016-05-10,0.006595258,0.006265134445628165
2016-05-11,0.0071902256,0.006457601581041586
2016-05-12,0.0072558085,0.006446906618383868
2016-05-13,0.008487371,0.006530812948730992
2016-05-16,0.0075204587,0.006743544122046145
2016-05-17,0.0073140017,0.006707484560782954
2016-05-18,0.00789669,0.006430374740409876
2016-05-19,0.007596066,0.006080368072618393
2016-05-20,0.007904934,0.006157381358913222
2016-05-23,0.0077492003,0.00614879808950463
2016-05-24,0.006741876,0.006393798781339026
2016-05-25,0.007728064,0.006258136714561981
2016-05-26,0.006993557,0.0062581750571928906
2016-05-27,0.0073681166,0.006304156180042232
2016-05-31,0.0070255133,0.006193481257768498
2016-06-01,0.007967575,0.006171381199984238
2016-06-02,0.007816375,0.006191271261709322
2016-06-03,0.0074703014,0.006140955145951544
2016-06-06,0.0069370475,0.006205384885823318
2016-06-07,0.006989485,0.006201008271873973
2016-06-08,0.00717636,0.006220909782940551
2016-06-09,0.0072435504,0.006221552438294043
2016-06-10,0.0068962662,0.006218772709046489
2016-06-13,0.006450647,0.006326725147548374
2016-06-14,0.010253103,0.00617398593813597
2016-06-15,0.010498625,0.00597493386991878
2016-06-16,0.008698635,0.005902888992722508
2016-06-17,0.00864686,0.005932719552560726
2016-06-20,0.008631057,0.005998356780833437
2016-06-21,0.0071204724,0.006017132682275738
2016-06-22,0.006392359,0.005582684083787088
2016-06-23,0.009558446,0.005827884214745228
2016-06-24,0.0075113825,0.008863883106323463
2016-06-27,0.014588395,0.009341782075236638
2016-06-28,0.013240471,0.009718164280484845
2016-06-29,0.010464137,0.010048407306798549
2016-06-30,0.009237493,0.010345075447757621
2016-07-01,0.008806032,0.010328950352780407
2016-07-05,0.008829092,0.01034699632457656
2016-07-06,0.00862273,0.01038581298581508
2016-07-07,0.008817865,0.010086397741208744
2016-07-08,0.0075052124,0.010380939925146593
2016-07-11,0.008145966,0.010399442765836082
2016-07-12,0.0071872333,0.010448192257133278
2016-07-13,0.0068652844,0.010446607475863337
2016-07-14,0.007835132,0.010488367894490617
2016-07-15,0.0065203817,0.010477091280942312
2016-07-18,0.006114383,0.010472569997966714
2016-07-19,0.0070231017,0.01043781254141927
2016-07-20,0.005263137,0.010464121695209789
2016-07-21,0.005574364,0.01046759421954274
2016-07-22,0.006559625,0.010495720771996285
2016-07-25,0.006612918,0.010374549148466762
